Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Talat Hussain,Geo News,Jang,Punjab,Hyderabad,Economy,Exports see slight recovery,58.592160105000005,3456184.0,478.0,-0.06426348043999999,2.0,904352.0,15267.0,5000000.0,No,0.0,2024-04-06,Urdu,Opposition,25917.5,True,False,False,True,False,True,False,False,False,1,True
Kamran Khan,ARY News,The News,Punjab,Multan,Judiciary,CJ addresses bar association,47.04445865,1000000.0,243.0,-0.9832232189,3.0,999644.0,96990.0,5000000.0,,1.0,2022-05-22,Urdu,Pro-Govt,44263.0,False,False,True,False,True,True,True,True,True,1,False
Mohsin Raza Khan,Geo News,Jang,Balochistan,Rawalpindi,Health,Thousands displaced due to rains,58.592160105000005,5000000.0,261.0,-0.01462863279,,1087522.0,99362.0,5000000.0,No,1.0,2019-05-22,English,,39754.0,True,False,True,True,False,True,True,False,False,1,False
Talat Hussain,Hum News,Daily Pakistan,Azad Jammu & Kashmir,Islamabad,Economy,Trade deficit widens again,80.29777268,20000000.0,233.5,-0.15559362264999999,4.0,803618.0,6862.0,10000000.0,No,0.0,2019-10-09,English,Opposition,25491.0,False,False,True,True,False,True,False,False,False,1,True
Saleem Safi,Dawn News,The News,Khyber Pakhtunkhwa,Islamabad,Judiciary,Chief Justice orders suo moto on Karachi violence,54.31346769,20000000.0,227.5,-1.425728526,2.0,1023712.5,109854.0,5000000.0,No,1.0,2025-04-14,Urdu,Neutral,29078.5,True,False,True,False,False,True,True,False,False,1,True
Nusrat Javed,Hum News,Daily Pakistan,Punjab,Islamabad,Health,Karachi drainage system collapses,55.49601863,5000000.0,262.0,-0.046107037395,,1170953.0,102152.5,10000000.0,Yes,1.0,2020-05-15,English,,37565.0,True,False,True,True,False,True,True,False,False,1,False
Saleem Safi,Geo News,Dawn,Khyber Pakhtunkhwa,Karachi,Economy,Budget deficit reaches record high,100.0,5000000.0,278.0,1.882038708,1.0,904352.0,101828.5,10000000.0,No,1.0,2024-09-15,Urdu,Pro-Govt,42712.0,False,True,True,False,False,True,True,False,False,1,False
Rauf Klassra,Express News,The News,Sindh,Quetta,Terrorism,Militant hideout destroyed in KPK,28.40571443,5000000.0,483.0,0.023112646599999998,3.0,1169756.0,134663.0,522208.803,Yes,,2025-12-07,Urdu,Opposition,24329.0,False,True,False,True,True,True,False,False,False,1,False
Kamran Khan,ARY News,Jang,Punjab,Multan,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,90.97204739,20000000.0,184.0,0.1081336782,3.0,1007769.0,43285.0,5000000.0,No,0.0,2022-10-24,,Pro-Govt,19093.0,False,False,False,True,True,False,False,True,False,1,False
Shahzeb Khanzada,Dawn News,Jang,Islamabad,Karachi,Education,University students protest fee hikes,54.31346769,20000000.0,254.0,0.028593852375,3.0,1770701.0,85156.0,10000000.0,Yes,0.0,2023-03-21,Urdu,Opposition,23397.0,True,False,True,True,True,False,True,False,False,1,True
Ansar Abbasi,Geo News,The News,Sindh,Lahore,Terrorism,Five soldiers martyred in ambush,83.67371527,5000000.0,238.0,0.136322051,3.0,987399.0,93643.0,3790393.083,No,,2021-08-21,English,Neutral,26437.0,False,False,False,True,True,True,True,False,False,1,True
Umar Cheema,SAMAA TV,Express Tribune,Sindh,Quetta,Judiciary,Case adjourned till next week,58.93298246,5000000.0,230.0,0.1385689893,3.0,892989.0,108679.0,10000000.0,Yes,1.0,2025-05-10,Urdu,Opposition,25565.0,True,True,False,True,False,True,True,False,False,1,True
Dr. Shahid Masood,Hum News,Jang,Sindh,Islamabad,Sports,Babar Azam century wins the game,55.49601863,20000000.0,237.0,-0.387928018,,847993.5,90563.0,5000000.0,,,2024-01-05,English,,23517.0,True,False,True,True,False,True,True,True,True,1,True
Shahzeb Khanzada,ARY News,Nawa-i-Waqt,Balochistan,Rawalpindi,Education,Teachers boycott classes in KP,82.88299291,5000000.0,104.0,0.9132689828,3.0,982689.0,196413.0,5000000.0,Yes,,2022-04-17,Urdu,Pro-Govt,22704.0,False,True,False,False,True,True,False,False,False,1,True
Rauf Klassra,SAMAA TV,Nawa-i-Waqt,Punjab,Multan,Terrorism,Security forces foil major terror bid,58.93298246,20000000.0,251.5,-0.7657191105,3.0,819837.0,9044.0,2041986.077,Yes,0.0,2022-06-15,Urdu,Neutral,21610.0,True,False,True,False,True,True,False,False,False,1,True
Dr. Shahid Masood,ARY News,Dawn,Sindh,Rawalpindi,Health,Dengue cases rising in Lahore hospitals,22.37913077,5000000.0,210.0,0.1717678889,,601725.0,108958.0,5000000.0,No,,2019-08-25,Urdu,,24817.0,False,True,False,False,False,False,False,True,False,1,True
Nusrat Javed,ARY News,Jang,Islamabad,Quetta,Economy,Pakistan seeks investment from Gulf countries,56.06780072,1000000.0,298.0,0.6367260934,,984303.0,78772.0,5000000.0,Yes,1.0,2021-12-18,English,,25935.5,True,False,False,False,True,True,False,False,False,1,True
Kamran Shahid,Geo News,Express Tribune,Khyber Pakhtunkhwa,Rawalpindi,Economy,Remittances fall sharply in July,58.592160105000005,5000000.0,362.0,0.4165621789,,395648.0,101828.5,5000000.0,No,1.0,2023-09-21,,,25917.5,True,True,False,False,False,False,True,True,False,1,True
Shahzeb Khanzada,SAMAA TV,The News,Azad Jammu & Kashmir,Quetta,Terrorism,Attack on Army convoy in Waziristan,58.93298246,5000000.0,251.5,0.069461912655,,615548.0,34567.0,10000000.0,No,,2024-10-06,English,,41257.0,True,True,True,True,False,False,False,False,False,1,False
Kamran Shahid,SAMAA TV,Express Tribune,Punjab,Karachi,Sports,Women cricket team sets new record,58.93298246,11863477.0,370.0,-0.5752344437,,946699.0,102032.0,2070658.365,No,,2025-01-28,English,,29682.0,True,False,False,False,False,True,True,False,False,1,False
Ansar Abbasi,ARY News,Daily Pakistan,Sindh,Peshawar,Politics,New tax reforms spark debate in parliament,56.06780072,8069238.0,229.0,-1.358962353,3.0,1595598.0,106903.5,5000000.0,No,0.0,2025-07-18,Urdu,Opposition,22870.0,True,False,True,False,True,False,True,True,False,1,True
Matiullah Jan,Dawn News,Nawa-i-Waqt,Punjab,Peshawar,Education,HEC budget slashed again,54.31346769,1000000.0,254.0,0.028593852375,3.0,1086281.5,48879.0,67240.85791,No,,2023-04-13,,Opposition,2748.0,True,False,True,True,True,True,False,False,False,1,False
Kamran Khan,Dawn News,Express Tribune,Azad Jammu & Kashmir,Rawalpindi,Politics,Senate passes constitutional amendment,41.45961472,1000000.0,233.5,-1.568729749,3.0,985675.0,97786.0,10000000.0,No,0.0,2025-01-22,Urdu,Pro-Govt,5784.0,False,False,True,False,True,True,True,False,False,1,False
Ansar Abbasi,ARY News,Jang,Azad Jammu & Kashmir,Hyderabad,Education,University students protest fee hikes,22.60958005,7897100.0,178.0,0.02800289181,3.0,982689.0,164506.0,10000000.0,Yes,0.0,2024-12-12,English,Neutral,22704.0,False,False,False,True,True,True,False,False,False,1,True
Shahzeb Khanzada,Dawn News,The News,Islamabad,Multan,Health,Floods devastate Sindh villages,7.962700114,5000000.0,262.0,0.7517257588,,1104290.5,87806.0,10000000.0,No,1.0,2022-10-02,English,,4956.0,False,False,True,False,True,True,True,False,False,1,False
Kamran Khan,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Peshawar,Economy,Exports see slight recovery,84.33689272,1000000.0,230.5,0.019117020443,,1786263.0,53129.0,5000000.0,Yes,1.0,2019-07-04,Urdu,,25935.5,False,False,True,True,False,False,False,False,False,1,True
Nusrat Javed,Express News,Express Tribune,Islamabad,Lahore,Economy,Dollar hits 300 in open market,100.0,1000000.0,274.0,0.046992624185,,323852.0,104768.0,4375971.78,Yes,1.0,2020-06-24,Urdu,,43005.0,False,False,True,True,True,False,True,False,False,1,False
Saleem Safi,SAMAA TV,Dawn,Punjab,Quetta,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,58.93298246,5000000.0,260.0,-0.01208396201,,946699.0,102032.0,5000000.0,Yes,1.0,2021-01-12,Urdu,,36116.0,True,True,True,True,True,True,True,False,False,1,False
Owais Tohid,Geo News,Nawa-i-Waqt,Sindh,Peshawar,Health,Polio cases reported in KPK,32.85820395,5000000.0,261.0,0.6894405702,3.0,1087522.0,6588.0,5000000.0,No,0.0,2018-07-14,English,Pro-Govt,28292.0,False,True,True,False,True,True,False,False,False,1,True
Umar Cheema,SAMAA TV,Daily Pakistan,Khyber Pakhtunkhwa,Karachi,Media,Ban on talkshows sparks outrage,58.93298246,17069807.0,215.0,-1.773452155,,928205.0,103033.0,10000000.0,Yes,,2020-03-09,English,,36280.0,True,False,False,False,True,True,False,False,False,1,False
Umar Cheema,ARY News,Express Tribune,Azad Jammu & Kashmir,Karachi,Politics,Opposition stages walkout in National Assembly,93.52132218,5000000.0,232.0,0.22454799715,3.0,1078978.5,106903.5,10000000.0,No,0.0,2018-07-12,Urdu,Neutral,22870.0,False,True,False,True,True,True,True,False,False,1,True
Shahzeb Khanzada,Hum News,Jang,Sindh,Lahore,Economy,Trade deficit widens again,55.49601863,3027681.0,148.0,-0.15559362264999999,4.0,1618551.0,109882.5,10000000.0,Yes,0.0,2019-12-07,Urdu,Opposition,25491.0,True,False,False,True,False,False,True,False,False,1,True
Asma Shirazi,Hum News,Express Tribune,Punjab,Peshawar,Media,PEMRA issues warning to multiple channels,55.49601863,1000000.0,224.0,0.002111780984999999,,1061382.0,104273.0,5000000.0,,,2022-09-11,English,,3629.0,True,False,True,True,False,True,True,True,True,1,False
Umar Cheema,ARY News,Nawa-i-Waqt,Balochistan,Multan,Education,Punjab launches scholarship scheme,68.3694862,5000000.0,253.0,0.02800289181,4.0,982689.0,95316.0,10000000.0,,1.0,2025-08-28,,Opposition,33248.0,False,True,True,True,False,True,True,False,True,1,False
Shahzeb Khanzada,Geo News,Dawn,Balochistan,Islamabad,Judiciary,Case adjourned till next week,58.592160105000005,20000000.0,477.0,0.2461041977,,1117476.5,93334.0,5000000.0,No,1.0,2025-12-19,English,,18825.0,True,False,False,True,False,True,False,True,False,1,False
Talat Hussain,ARY News,Express Tribune,Khyber Pakhtunkhwa,Lahore,Economy,Revenue from tax declines drastically,100.0,1000000.0,230.5,0.019117020443,2.0,1216046.0,101616.0,5000000.0,Yes,0.0,2024-02-07,,Neutral,8814.0,False,False,True,True,False,False,True,True,False,1,False
Mohsin Raza Khan,Hum News,Express Tribune,Punjab,Peshawar,Health,Climate change worsening floods,55.49601863,13995756.0,262.0,-0.046107037395,1.0,1170953.0,164306.0,10000000.0,No,,2025-04-04,English,Neutral,28752.0,True,False,True,True,False,True,False,False,False,1,True
Rauf Klassra,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Peshawar,Health,Vaccination drive faces shortage,56.06780072,20000000.0,214.0,0.3240039357,0.0,1000345.0,165064.0,5000000.0,Yes,,2018-08-01,Urdu,Opposition,47574.0,True,False,False,False,False,True,False,False,False,1,False
Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Rawalpindi,Health,Punjab bans junk food in schools,68.39347881,5000000.0,236.0,0.1519138414,3.0,1000345.0,152591.0,5000000.0,No,0.0,2021-02-12,English,Neutral,14981.0,False,False,True,True,True,True,False,True,False,1,False
Ansar Abbasi,ARY News,Dawn,Balochistan,Hyderabad,Education,New universities to be established,88.51205808,9303349.0,130.0,0.02800289181,,982689.0,95316.0,5000000.0,No,1.0,2022-06-01,Urdu,,22704.0,False,False,False,True,True,True,True,True,False,1,True
Ansar Abbasi,ARY News,Jang,Khyber Pakhtunkhwa,Quetta,Media,Newspaper circulation declines,56.06780072,9231264.0,49.0,-0.05195834602,3.0,1015495.0,119789.0,10000000.0,,0.0,2018-06-06,Urdu,Opposition,45057.0,True,False,False,True,False,True,True,False,True,1,False
Talat Hussain,Geo News,Daily Pakistan,Sindh,Rawalpindi,Education,HEC budget slashed again,58.592160105000005,20000000.0,284.0,-0.3226669595,,1040577.0,18156.0,4801110.372,No,,2022-11-07,English,,26320.0,True,False,False,True,False,True,False,False,False,1,True
Kamran Khan,Geo News,Jang,Balochistan,Quetta,Health,Doctors protest low salaries,58.592160105000005,5000000.0,261.0,-0.01462863279,3.0,1087522.0,77091.0,1011346.184,Yes,1.0,2021-07-06,English,Pro-Govt,17236.0,True,True,True,True,True,True,False,False,False,1,False
Owais Tohid,Hum News,Nawa-i-Waqt,Sindh,Peshawar,Economy,Trade deficit widens again,100.0,14704279.0,426.0,0.2973569505,,803618.0,109882.5,5000000.0,,,2021-07-23,English,,45098.0,False,False,False,False,True,True,True,False,True,1,False
Asma Shirazi,Geo News,Jang,Islamabad,Lahore,Health,Hospitals face medicine shortages,80.6145916,1000000.0,261.0,1.451014875,,1087522.0,99362.0,4954275.98,No,,2023-04-16,English,,24603.0,False,False,True,False,False,True,True,False,False,1,False
Mohsin Raza Khan,Express News,Daily Pakistan,Khyber Pakhtunkhwa,Lahore,Media,Geo TV faces heavy fines by PEMRA,59.56691534,5000000.0,231.0,-0.37724737485000004,3.0,929361.5,97058.0,10000000.0,,1.0,2019-03-09,,Neutral,38085.0,True,True,True,True,True,True,True,False,True,1,False
Mohsin Raza Khan,Express News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Rawalpindi,Terrorism,TTP commander killed in operation,59.56691534,17092499.0,242.0,1.671986444,,1169756.0,79747.0,5000000.0,No,0.0,2023-07-16,Urdu,,41720.0,True,False,True,False,True,True,True,False,False,1,False
Nusrat Javed,Geo News,Dawn,Punjab,Hyderabad,Sports,Cricket team departs for World Cup,58.592160105000005,5000000.0,166.0,-0.09693109079,1.0,1012541.0,99141.0,5000000.0,No,1.0,2024-03-09,English,Opposition,23597.0,True,True,False,False,False,True,True,False,False,1,True
Najam Sethi,ARY News,Daily Pakistan,Punjab,Hyderabad,Economy,IMF deal finalised today,56.06780072,390185.0,230.5,0.019117020443,,984303.0,81303.0,5000000.0,,,2019-01-01,English,,25935.5,True,False,True,True,False,True,False,True,True,1,True
Talat Hussain,Express News,Express Tribune,Sindh,Multan,Health,Mental health awareness campaign launched,59.56691534,1000000.0,126.0,1.207245052,3.0,1331112.0,127083.0,10000000.0,No,0.0,2018-07-09,Urdu,Pro-Govt,32393.0,True,False,False,False,False,True,False,False,False,1,False
Umar Cheema,Dawn News,Express Tribune,Punjab,Multan,Judiciary,Lawyers boycott proceedings,54.31346769,20000000.0,227.5,1.399620648,3.0,1543697.0,109854.0,5000000.0,,1.0,2025-05-02,Urdu,Neutral,29078.5,True,False,True,False,True,False,True,True,True,1,True
Dr. Shahid Masood,ARY News,Jang,Khyber Pakhtunkhwa,Multan,Economy,Pakistan seeks investment from Gulf countries,89.31932415,20000000.0,230.5,1.06394173,3.0,1607235.0,101616.0,5000000.0,No,0.0,2022-04-14,Urdu,Opposition,25965.0,False,False,True,False,True,False,True,False,False,1,False
Talat Hussain,Abb Takk News,The News,Azad Jammu & Kashmir,Peshawar,Judiciary,Supreme Court issues notice on corruption case,100.0,5000000.0,78.0,0.17388798595,3.0,1544346.0,118020.0,5000000.0,Yes,0.0,2025-12-01,Urdu,Neutral,23584.5,False,False,False,True,True,False,False,True,False,1,True
Nusrat Javed,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Lahore,Health,Karachi drainage system collapses,56.06780072,5000000.0,236.0,0.1519138414,3.0,1766627.0,109149.0,5000000.0,Yes,0.0,2018-04-28,Urdu,Opposition,27083.0,True,False,True,True,True,False,True,True,False,1,False
Umar Cheema,Geo News,Daily Pakistan,Punjab,Hyderabad,Health,Polio cases reported in KPK,0.0,5000000.0,407.0,0.9850409277,1.0,1087522.0,188669.0,5000000.0,No,1.0,2019-07-28,,Neutral,28292.0,False,True,False,False,False,True,False,False,False,1,True
Shahzeb Khanzada,ARY News,Daily Pakistan,Khyber Pakhtunkhwa,Karachi,Health,Doctors protest low salaries,56.06780072,20000000.0,236.0,0.1519138414,3.0,1000345.0,109149.0,5000000.0,Yes,,2020-07-23,Urdu,Opposition,24817.0,True,False,True,True,True,True,True,False,False,1,True
Talat Hussain,ARY News,Nawa-i-Waqt,Islamabad,Hyderabad,Health,Doctors protest low salaries,4.923867329,5000000.0,390.0,0.1519138414,3.0,1000345.0,56168.0,10000000.0,Yes,0.0,2021-06-28,English,Pro-Govt,822.0,False,False,False,True,True,True,False,False,False,1,False
Rauf Klassra,SAMAA TV,Express Tribune,Khyber Pakhtunkhwa,Hyderabad,Economy,Budget deficit reaches record high,32.36925323,20000000.0,264.5,1.945711187,3.0,1120049.0,79618.0,190762.0641,,,2021-05-21,Urdu,Opposition,24801.0,False,False,True,False,True,True,False,False,True,1,True
Rauf Klassra,Hum News,Daily Pakistan,Punjab,Hyderabad,Judiciary,Top court rejects NAB report,55.49601863,5000000.0,252.0,0.1887393745,,788043.0,195527.0,10000000.0,No,0.0,2022-10-22,,,28314.0,True,True,True,True,False,False,False,False,False,1,True
Rauf Klassra,SAMAA TV,Jang,Islamabad,Hyderabad,Sports,Women cricket team sets new record,58.93298246,3384739.0,260.0,-0.01208396201,2.0,946699.0,102032.0,5000000.0,Yes,0.0,2020-10-09,English,Pro-Govt,34650.0,True,False,True,True,False,True,True,False,False,1,False
Saleem Safi,Geo News,Dawn,Punjab,Peshawar,Sports,Pakistan faces defeat in hockey series,61.19426315,5000000.0,157.0,-0.096119841525,3.0,1012541.0,182103.0,5000000.0,,1.0,2021-08-18,,Opposition,25763.0,False,False,False,True,False,True,False,False,True,1,False
Nusrat Javed,Express News,Dawn,Sindh,Hyderabad,Terrorism,Security forces foil major terror bid,87.53254027,3365464.0,242.0,0.5380632602,3.0,1169756.0,178147.0,1253500.84,Yes,,2024-11-06,English,Pro-Govt,39748.0,False,False,True,False,True,False,False,False,False,1,False
Najam Sethi,Geo News,Jang,Azad Jammu & Kashmir,Quetta,Politics,Senate passes constitutional amendment,35.38071898,5000000.0,216.5,-0.9363056402,3.0,961484.5,174308.0,10000000.0,No,0.0,2018-04-09,,Pro-Govt,34759.0,False,True,True,False,True,True,False,False,False,1,False
Talat Hussain,Hum News,Jang,Khyber Pakhtunkhwa,Karachi,Education,Private schools increase fees,55.49601863,20000000.0,477.0,1.804216784,3.0,1514826.0,106980.0,10000000.0,Yes,,2024-03-04,English,Neutral,30077.0,True,False,False,False,False,False,True,False,False,1,True
Asma Shirazi,ARY News,The News,Azad Jammu & Kashmir,Lahore,Economy,Dollar hits 300 in open market,56.06780072,20000000.0,230.5,0.019117020443,4.0,984303.0,79207.0,10000000.0,No,0.0,2025-07-27,Urdu,Neutral,32063.0,True,False,True,True,False,True,False,False,False,1,False
Ansar Abbasi,Geo News,The News,Punjab,Hyderabad,Economy,Budget deficit reaches record high,58.592160105000005,5000000.0,278.0,-1.272602952,,904352.0,101828.5,5000000.0,Yes,0.0,2025-02-15,Urdu,,25917.5,True,False,True,False,False,True,True,True,False,1,True
Dr. Shahid Masood,Geo News,Jang,Sindh,Islamabad,Health,Health crisis follows floods,58.592160105000005,5000000.0,261.0,0.9992044171,,750397.0,104550.0,10000000.0,Yes,,2021-11-27,Urdu,,33068.0,True,True,True,False,False,False,False,False,False,1,False
Najam Sethi,Geo News,Nawa-i-Waqt,Islamabad,Hyderabad,Economy,Revenue from tax declines drastically,17.81080387,5000000.0,215.0,-0.06426348043999999,,1397887.0,101828.5,5000000.0,No,,2021-07-01,Urdu,,25917.5,False,False,False,True,True,False,True,True,False,1,True
Asma Shirazi,ARY News,Daily Pakistan,Khyber Pakhtunkhwa,Multan,Judiciary,Case adjourned till next week,56.06780072,5000000.0,119.0,-0.3161017588,,999644.0,194781.0,3701719.16,Yes,1.0,2024-10-02,Urdu,,22627.5,True,False,False,False,True,True,False,False,False,1,True
Kamran Khan,Geo News,Dawn,Islamabad,Rawalpindi,Health,Floods devastate Sindh villages,44.33267882,5000000.0,261.0,-0.01462863279,,1087522.0,27646.0,5000000.0,No,0.0,2024-11-03,English,,28292.0,False,False,True,True,True,True,False,False,False,1,True
Asma Shirazi,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Multan,Media,Geo TV faces heavy fines by PEMRA,72.37482227,20000000.0,81.0,-0.05195834602,0.0,25331.0,129524.0,5000000.0,Yes,,2025-09-11,English,Pro-Govt,23456.0,False,False,False,True,False,False,False,False,False,1,True
Rauf Klassra,Dawn News,The News,Khyber Pakhtunkhwa,Peshawar,Terrorism,Quetta blast: ISPR releases statement,100.0,5000000.0,224.0,-0.6814483064,,1043331.0,84924.0,10000000.0,Yes,,2025-08-20,English,,27640.0,False,True,False,False,False,True,True,False,False,1,True
Shahzeb Khanzada,ARY News,Daily Pakistan,Khyber Pakhtunkhwa,Lahore,Health,Vaccination drive faces shortage,25.26052248,5951919.0,474.0,-0.5304269465,3.0,1000345.0,188947.0,813859.6634,No,0.0,2024-11-06,English,Neutral,24817.0,False,False,False,False,False,True,False,False,False,1,True
